block_path,block_type,mask_type
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited",SubSystem,Conversion Inherited
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited/DTS reference",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited/Conversion",DataTypeConversion,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited/Data Type
Duplicate",DataTypeDuplicate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1",SubSystem,Conversion Inherited
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1/DTS reference",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1/Conversion",DataTypeConversion,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1/Data Type
Duplicate",DataTypeDuplicate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited1/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2",SubSystem,Conversion Inherited
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2/DTS reference",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2/Conversion",DataTypeConversion,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2/Data Type
Duplicate",DataTypeDuplicate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited2/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3",SubSystem,Conversion Inherited
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3/DTS reference",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3/u",Inport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3/Conversion",DataTypeConversion,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3/Data Type
Duplicate",DataTypeDuplicate,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Data Type
Conversion
Inherited3/y",Outport,
"IEEE39BusSystem_dynamic_experiment_wrapper/Generators/Gen10@Bus30/AVR and Exciter/SM PSS1A/Lead-Lag/Gains/Lag time
constant",Constant,
