path,first_line,second_line,critical,relay_cascade,total_load_shed_mw,critical_mechanism,p_shed_first,p_shed_second,path_prob_score,second_only_score,path_prob_rank,second_only_rank,rank_gap,relay_trip_labels,final_outage_labels,full_cascade_path
L144->L147,L144,L147,True,True,43.59265123807146,relay_cascade,0.0033844428,0.9807606935501099,0.0033193284678086758,0.9807606935501099,8594,824,7770,"L018,L060,L102,L115,L128,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L144,L147,L155,L156,L158,L178,L182",L144->L147->L018->L060->L102->L115->L128->L134->L140->L156->L158->L178->L182
L042->L183,L042,L183,True,True,81.35922639729833,relay_cascade,0.0040770248,0.9999183416366577,0.004076691876827526,0.9999183416366577,7896,188,7708,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178","L018,L042,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L042->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178
L012->L181,L012,L181,True,True,20.772296104867053,relay_cascade,0.004190824,0.9999384880065918,0.004190566214061737,0.9999384880065918,7804,102,7702,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L012,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L012->L181->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L042->L016,L042,L016,True,True,31.514792047850804,relay_cascade,0.0040770248,0.9997569918632507,0.004076034049799871,0.9997569918632507,7898,325,7573,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178","L016,L018,L042,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L042->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178
L142->L183,L142,L183,True,True,81.35922639729833,relay_cascade,0.004392685,0.9999277591705322,0.00439236766879201,0.9999277591705322,7645,132,7513,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L142,L155,L158,L178,L182,L183",L142->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L077->L061,L077,L061,True,True,33.88157185629734,relay_cascade,0.003543025,0.452923446893692,0.0016047190954305232,0.452923446893692,11299,3788,7511,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L077,L115,L128,L134,L140,L155,L158,L178,L182",L077->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L012->L183,L012,L183,True,True,81.35922639729833,relay_cascade,0.004190824,0.9997592568397522,0.004189815087786198,0.9997592568397522,7805,323,7482,"L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L012,L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L012->L183->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L120->L181,L120,L181,True,True,20.772296104867053,relay_cascade,0.0044830916,0.9999208450317383,0.004482736741026687,0.9999208450317383,7585,168,7417,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L120,L128,L134,L140,L155,L158,L178,L181,L182",L120->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L120->L183,L120,L183,True,True,81.35922639729833,relay_cascade,0.0044830916,0.9999203681945801,0.004482734603322029,0.9999203681945801,7586,176,7410,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L120,L128,L134,L140,L155,L158,L178,L182,L183",L120->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L142->L181,L142,L181,True,True,20.772296104867053,relay_cascade,0.004392685,0.9998999834060669,0.004392245658608079,0.9998999834060669,7646,249,7397,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L142,L155,L158,L178,L181,L182",L142->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L042->L181,L042,L181,True,True,20.772296104867053,relay_cascade,0.0040770248,0.37060120701789856,0.0015109503119219063,0.37060120701789856,11503,4196,7307,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178","L018,L042,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L042->L181->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178
L142->L016,L142,L016,True,True,31.514792047850804,relay_cascade,0.004392685,0.9997416138648987,0.004391549991100133,0.9997416138648987,7648,342,7306,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L142,L155,L158,L178,L182",L142->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L105->L181,L105,L181,True,True,20.772296104867053,relay_cascade,0.004729476,0.9999246597290039,0.00472911967999649,0.9999246597290039,7406,150,7256,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L105,L115,L128,L134,L140,L155,L158,L178,L181,L182",L105->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L012->L184,L012,L184,True,True,21.648461416338748,relay_cascade,0.004190824,0.36695900559425354,0.001537860607660532,0.36695900559425354,11456,4210,7246,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L012,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L012->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L106->L181,L106,L181,True,True,20.772296104867053,relay_cascade,0.0047916686,0.9999271631240845,0.004791319589828753,0.9999271631240845,7363,135,7228,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L106,L115,L128,L134,L140,L155,L158,L178,L181,L182",L106->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L042->L061,L042,L061,True,True,33.88157185629734,relay_cascade,0.0040770248,0.40847083926200867,0.001665345741748023,0.40847083926200867,11170,3961,7209,"L018,L060,L115,L128,L134,L140,L155,L158,L178","L018,L042,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",L042->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178
L042->L047,L042,L047,True,True,31.30060533486052,relay_cascade,0.0040770248,0.9817144870758057,0.004002474310327339,0.9817144870758057,7959,805,7154,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178","L018,L042,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L042->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178
L151->L183,L151,L183,True,True,81.35922639729833,relay_cascade,0.0050427,0.9999572038650513,0.0050424841919302936,0.9999572038650513,7209,78,7131,"L018,L060,L102,L115,L134,L140,L178,L182","L018,L060,L102,L115,L128,L134,L140,L151,L155,L178,L182,L183",L151->L183->L018->L060->L102->L115->L134->L140->L178->L182
L109->L183,L109,L183,True,True,81.35922639729833,relay_cascade,0.005046738,0.9999620914459229,0.005046546685459614,0.9999620914459229,7204,73,7131,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L109,L115,L128,L134,L140,L155,L158,L178,L182,L183",L109->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L105->L183,L105,L183,True,True,81.35922639729833,relay_cascade,0.004729476,0.9998283386230469,0.004728664131637573,0.9998283386230469,7407,305,7102,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L105,L115,L128,L134,L140,L155,L158,L178,L182,L183",L105->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L109->L181,L109,L181,True,True,20.772296104867053,relay_cascade,0.005046738,0.9999337196350098,0.00504640350036335,0.9999337196350098,7205,116,7089,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L109,L115,L128,L134,L140,L155,L158,L178,L181,L182",L109->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L120->L016,L120,L016,True,True,31.514792047850804,relay_cascade,0.0044830916,0.9971110820770264,0.004470140316326428,0.9971110820770264,7590,535,7055,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L120,L128,L134,L140,L155,L158,L178,L182",L120->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L106->L183,L106,L183,True,True,81.35922639729833,relay_cascade,0.0047916686,0.9997968077659607,0.00479069497015239,0.9997968077659607,7364,310,7054,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L106,L115,L128,L134,L140,L155,L158,L178,L182,L183",L106->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L042->L180,L042,L180,True,True,7.272188818003705,relay_cascade,0.0040770248,0.5278688073158264,0.0021521342185730455,0.5278688073158264,10161,3122,7039,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178","L018,L042,L060,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L042->L180->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178
L012->L061,L012,L061,True,True,33.88157185629734,relay_cascade,0.004190824,0.425307959318161,0.0017823908033015728,0.425307959318161,10893,3874,7019,"L060,L115,L128,L134,L140,L155,L158,L178,L182","L012,L018,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",L012->L061->L060->L115->L128->L134->L140->L155->L158->L178->L182
L012->L051,L012,L051,True,True,36.76716258821504,relay_cascade,0.004190824,0.9750139117240906,0.004086111701587201,0.9750139117240906,7890,903,6987,"L019,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182","L012,L018,L019,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",L012->L051->L019->L044->L045->L046->L056->L057->L058->L060->L102->L111->L115->L128->L134->L140->L155->L158->L178->L182
L042->L051,L042,L051,True,True,36.76716258821504,relay_cascade,0.0040770248,0.4469660818576813,0.0018222918004925964,0.4469660818576813,10789,3808,6981,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178","L018,L042,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L042->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178
L042->L184,L042,L184,True,True,21.648461416338748,relay_cascade,0.0040770248,0.5443488955497742,0.002219323947009039,0.5443488955497742,10045,3066,6979,"L060,L102,L115,L128,L134,L140,L155,L158,L178","L042,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L042->L184->L060->L102->L115->L128->L134->L140->L155->L158->L178
L151->L181,L151,L181,True,True,20.772296104867053,relay_cascade,0.0050427,0.9998984336853027,0.0050421878315448755,0.9998984336853027,7211,253,6958,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L151,L155,L158,L178,L181,L182",L151->L181->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L103->L183,L103,L183,True,True,81.35922639729833,relay_cascade,0.0053495197,0.9999520778656006,0.005349263339597964,0.9999520778656006,7035,85,6950,"L018,L115,L128,L134,L140,L155,L158,L178,L182","L018,L103,L115,L128,L134,L140,L155,L158,L178,L182,L183",L103->L183->L018->L115->L128->L134->L140->L155->L158->L178->L182
L142->L061,L142,L061,True,True,33.88157185629734,relay_cascade,0.004392685,0.3967916965484619,0.0017429809335529805,0.3967916965484619,10983,4049,6934,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L142,L155,L158,L178,L182",L142->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L105->L016,L105,L016,True,True,31.514792047850804,relay_cascade,0.004729476,0.9971094727516174,0.004715805320751428,0.9971094727516174,7422,536,6886,"L018,L045,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L045,L060,L102,L105,L115,L128,L134,L140,L155,L158,L178,L182",L105->L016->L018->L045->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L092->L183,L092,L183,True,True,81.35922639729833,relay_cascade,0.0055131633,0.9999696016311646,0.005512995708828557,0.9999696016311646,6940,70,6870,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L092->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L151->L016,L151,L016,True,True,31.514792047850804,relay_cascade,0.0050427,0.9997416138648987,0.005041397036236525,0.9997416138648987,7212,343,6869,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L151,L155,L158,L178,L182",L151->L016->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L106->L016,L106,L016,True,True,31.514792047850804,relay_cascade,0.0047916686,0.9973300695419312,0.004778875178059888,0.9973300695419312,7374,521,6853,"L018,L045,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L045,L060,L102,L106,L115,L128,L134,L140,L155,L158,L178,L182",L106->L016->L018->L045->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L103->L181,L103,L181,True,True,20.772296104867053,relay_cascade,0.0053495197,0.9999071359634399,0.005349022922007,0.9999071359634399,7036,227,6809,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L103,L115,L128,L134,L140,L155,L158,L178,L181,L182",L103->L181->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L109->L016,L109,L016,True,True,31.514792047850804,relay_cascade,0.005046738,0.9996511936187744,0.005044977665581226,0.9996511936187744,7206,399,6807,"L018,L045,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L045,L060,L102,L109,L115,L128,L134,L140,L155,L158,L178,L182",L109->L016->L018->L045->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L120->L061,L120,L061,True,True,33.88157185629734,relay_cascade,0.0044830916,0.4145941436290741,0.0018586635227126956,0.4145941436290741,10717,3926,6791,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L120,L128,L134,L140,L155,L158,L178,L182",L120->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L057->L181,L057,L181,True,True,20.772296104867053,relay_cascade,0.0056104986,0.999933123588562,0.005610123389987254,0.999933123588562,6888,119,6769,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L057,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L057->L181->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L151->L147,L151,L147,True,True,43.59265123807146,relay_cascade,0.0050427,0.9989047050476074,0.00503717675614357,0.9989047050476074,7215,486,6729,"L018,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L151,L155,L156,L158,L178,L182",L151->L147->L018->L060->L102->L115->L134->L140->L156->L158->L178->L182
L092->L181,L092,L181,True,True,20.772296104867053,relay_cascade,0.0055131633,0.9998948574066162,0.00551258363171289,0.9998948574066162,6941,262,6679,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L092->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L103->L016,L103,L016,True,True,31.514792047850804,relay_cascade,0.0053495197,0.9997158646583557,0.005347999712392408,0.9997158646583557,7037,365,6672,"L018,L046,L060,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L103,L115,L128,L134,L140,L155,L158,L178,L182",L103->L016->L018->L046->L060->L115->L128->L134->L140->L155->L158->L178->L182
L092->L016,L092,L016,True,True,31.514792047850804,relay_cascade,0.0055131633,0.9997414946556091,0.005511738117822451,0.9997414946556091,6943,344,6599,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L182",L092->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L106->L147,L106,L147,True,True,43.59265123807146,relay_cascade,0.0047916686,0.979852020740509,0.0046951261604288455,0.979852020740509,7438,845,6593,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L106,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L106->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L057->L183,L057,L183,True,True,81.35922639729833,relay_cascade,0.0056104986,0.9998356103897095,0.005609576292321611,0.9998356103897095,6890,302,6588,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L057,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L057->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L105->L061,L105,L061,True,True,33.88157185629734,relay_cascade,0.004729476,0.4599466025829315,0.0021753064181975128,0.4599466025829315,10116,3570,6546,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L102,L105,L115,L128,L134,L140,L155,L158,L178,L182",L105->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L137->L181,L137,L181,True,True,20.772296104867053,relay_cascade,0.005739973,0.9998838901519775,0.005739306532607316,0.9998838901519775,6809,276,6533,"L018,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L137,L140,L155,L156,L158,L178,L181,L182",L137->L181->L018->L046->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L106->L061,L106,L061,True,True,33.88157185629734,relay_cascade,0.0047916686,0.4599466025829315,0.002203911693273312,0.4599466025829315,10069,3574,6495,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L102,L106,L115,L128,L134,L140,L155,L158,L178,L182",L106->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L109->L061,L109,L061,True,True,33.88157185629734,relay_cascade,0.005046738,0.40138909220695496,0.0020257055844263437,0.40138909220695496,10402,3996,6406,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L109,L115,L128,L134,L140,L155,L158,L178,L182",L109->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L151->L061,L151,L061,True,True,33.88157185629734,relay_cascade,0.0050427,0.39879903197288513,0.0020110238785296677,0.39879903197288513,10429,4024,6405,"L018,L060,L115,L134,L140,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L151,L155,L158,L178,L182",L151->L061->L018->L060->L115->L134->L140->L158->L178->L182
L137->L183,L137,L183,True,True,81.35922639729833,relay_cascade,0.005739973,0.9995949864387512,0.005737648233093798,0.9995949864387512,6810,431,6379,"L018,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L128,L134,L137,L140,L155,L158,L178,L182,L183",L137->L183->L018->L060->L102->L115->L134->L140->L155->L158->L178->L182
L137->L016,L137,L016,True,True,31.514792047850804,relay_cascade,0.005739973,0.9995632767677307,0.005737466220438301,0.9995632767677307,6811,449,6362,"L018,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L137,L140,L155,L156,L158,L178,L182",L137->L016->L018->L046->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L057->L016,L057,L016,True,True,31.514792047850804,relay_cascade,0.0056104986,0.997073769569397,0.005594080988265825,0.997073769569397,6896,537,6359,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L057,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L057->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L136->L181,L136,L181,True,True,20.772296104867053,relay_cascade,0.006253417,0.9999196529388428,0.006252914556321859,0.9999196529388428,6530,180,6350,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L136,L140,L155,L158,L178,L181,L182",L136->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L103->L047,L103,L047,True,True,31.300605334860517,relay_cascade,0.0053495197,0.9861335158348083,0.005275340669788569,0.9861335158348083,7082,745,6337,"L018,L046,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L103,L115,L128,L134,L140,L155,L158,L178,L182",L103->L047->L018->L046->L060->L115->L128->L134->L140->L155->L158->L178->L182
L103->L101,L103,L101,True,True,27.702221996018626,relay_cascade,0.0053495197,0.9856908917427063,0.005272972843488175,0.9856908917427063,7085,753,6332,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L101,L103,L115,L128,L134,L140,L155,L158,L178,L182",L103->L101->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L092->L047,L092,L047,True,True,31.300605334860517,relay_cascade,0.0055131633,0.979373037815094,0.0053994434890916885,0.979373037815094,7008,850,6158,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L092,L102,L115,L128,L134,L140,L155,L158,L178,L182",L092->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L136->L183,L136,L183,True,True,81.35922639729833,relay_cascade,0.006253417,0.9996277093887329,0.006251088911562562,0.9996277093887329,6532,420,6112,"L018,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L128,L134,L136,L140,L155,L158,L178,L182,L183",L136->L183->L018->L060->L102->L115->L134->L140->L155->L158->L178->L182
L092->L061,L092,L061,True,True,33.88157185629734,relay_cascade,0.0055131633,0.38755783438682556,0.0021366696291689248,0.38755783438682556,10195,4099,6096,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L092,L102,L115,L128,L134,L140,L155,L158,L178,L182",L092->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L057->L051,L057,L051,True,True,36.76716258821504,relay_cascade,0.0056104986,0.9763093590736389,0.005477582292249549,0.9763093590736389,6965,890,6075,"L018,L044,L045,L046,L056,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L182",L057->L051->L018->L044->L045->L046->L056->L058->L060->L102->L111->L115->L128->L134->L140->L155->L158->L178->L182
L137->L047,L137,L047,True,True,31.300605334860517,relay_cascade,0.005739973,0.9821789860725403,0.005637680861223757,0.9821789860725403,6865,794,6071,"L018,L046,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L137,L140,L155,L156,L158,L178,L182",L137->L047->L018->L046->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L136->L016,L136,L016,True,True,31.514792047850804,relay_cascade,0.006253417,0.9977238774299622,0.0062391834564264415,0.9977238774299622,6536,506,6030,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L136,L140,L155,L158,L178,L182",L136->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L136->L047,L136,L047,True,True,31.300605334860517,relay_cascade,0.006253417,0.9873389005661011,0.006174241865561366,0.9873389005661011,6574,726,5848,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L136,L140,L155,L158,L178,L182",L136->L047->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L127->L183,L127,L183,True,True,81.35922639729833,relay_cascade,0.007957676,0.9999871253967285,0.007957573548078538,0.9999871253967285,5837,55,5782,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L127,L128,L134,L140,L155,L178,L182,L183",L127->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L127->L181,L127,L181,True,True,20.772296104867053,relay_cascade,0.007957676,0.9999266862869263,0.007957092593225003,0.9999266862869263,5838,140,5698,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L127,L128,L134,L140,L155,L158,L178,L181,L182",L127->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L161->L181,L161,L181,True,True,20.772296104867053,relay_cascade,0.007952171,0.999924898147583,0.007951573777227163,0.999924898147583,5842,145,5697,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L161,L178,L181,L182",L161->L181->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L161->L183,L161,L183,True,True,81.35922639729833,relay_cascade,0.007952171,0.9998737573623657,0.00795116709695804,0.9998737573623657,5845,285,5560,"L018,L060,L102,L115,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L155,L158,L161,L178,L182,L183",L161->L183->L018->L060->L102->L115->L134->L140->L158->L178->L182
L076->L181,L076,L181,True,True,20.772296104867053,relay_cascade,0.008099804,0.999895453453064,0.008098957193460942,0.999895453453064,5786,261,5525,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L076,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L076->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L127->L016,L127,L016,True,True,31.514792047850804,relay_cascade,0.007957676,0.9997475743293762,0.007955667278299093,0.9997475743293762,5839,333,5506,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L127,L128,L134,L140,L155,L158,L178,L182",L127->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L076->L183,L076,L183,True,True,81.35922639729833,relay_cascade,0.008099804,0.9998693466186523,0.008098745733219148,0.9998693466186523,5787,287,5500,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L076,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L076->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L075->L181,L075,L181,True,True,20.772296104867053,relay_cascade,0.008174051,0.999895453453064,0.00817319643119347,0.999895453453064,5759,260,5499,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L075,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L075->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L075->L183,L075,L183,True,True,81.35922639729833,relay_cascade,0.008174051,0.9998693466186523,0.008172983032597541,0.9998693466186523,5760,286,5474,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L075,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L075->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L076->L016,L076,L016,True,True,31.514792047850804,relay_cascade,0.008099804,0.9997429251670837,0.008097721744240047,0.9997429251670837,5788,336,5452,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L076,L102,L115,L128,L134,L140,L155,L158,L178,L182",L076->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L075->L016,L075,L016,True,True,31.514792047850804,relay_cascade,0.008174051,0.9997429251670837,0.008171949657204925,0.9997429251670837,5761,335,5426,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L075,L102,L115,L128,L134,L140,L155,L158,L178,L182",L075->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
