sample_index,seed,split,sample_type,current_outage_labels,num_candidate_labels,num_positive_labels
1841,20260719,train,S1,"L084,L102",184,7
1842,20260719,train,S1,"L009,L018,L030,L102,L109,L110,L111,L113,L128,L134,L155,L156,L158,L178",172,8
1843,20260719,train,S1,"L128,L136,L155",183,9
1844,20260719,train,S1,"L102,L103",184,8
1845,20260719,train,S1,L049,185,7
1846,20260719,train,S1,L055,185,8
1847,20260719,train,S1,L118,185,8
1848,20260719,train,S1,"L052,L102",184,7
1849,20260719,train,S1,"L070,L102",184,8
1850,20260719,train,S1,L060,185,9
1851,20260719,train,S1,L057,185,8
1852,20260719,train,S1,"L121,L128",184,9
1853,20260719,train,S1,L166,185,7
1854,20260719,train,S1,L142,185,7
1855,20260719,train,S1,"L018,L029",184,12
1856,20260719,train,S1,L109,185,7
1857,20260719,train,S1,L073,185,9
1858,20260719,train,S1,"L066,L102",184,6
1859,20260719,train,S1,"L126,L128",184,7
1860,20260719,train,S1,L112,185,7
1861,20260719,train,S1,L110,185,7
1862,20260719,train,S1,L002,185,7
1863,20260719,train,S1,"L128,L152,L155",183,7
1864,20260719,train,S1,"L128,L155,L157",183,8
1865,20260719,train,S1,"L008,L018,L019,L020,L045,L102,L109,L110,L111,L113,L128,L134,L155",173,13
1866,20260719,train,S1,"L018,L023",184,8
1867,20260719,train,S1,L025,185,10
1868,20260719,train,S1,L168,185,7
1869,20260719,train,S1,L018,185,8
1870,20260719,train,S1,L082,185,9
1871,20260719,train,S1,"L075,L102",184,6
1872,20260719,train,S1,"L139,L140",184,8
1873,20260719,train,S1,"L076,L102",184,6
1874,20260719,train,S1,"L010,L018",184,9
1875,20260719,train,S1,L015,185,9
1876,20260719,train,S1,L026,185,9
1877,20260719,train,S1,"L128,L129,L155",183,8
1878,20260719,train,S1,"L128,L155,L161",183,9
1879,20260719,train,S1,"L092,L102",184,6
1880,20260719,train,S1,L045,185,8
1881,20260719,train,S1,L170,185,6
1882,20260719,train,S1,L005,185,8
1883,20260719,train,S1,L185,185,8
1884,20260719,train,S1,"L011,L018",184,9
1885,20260719,train,S1,L078,185,7
1886,20260719,train,S1,"L146,L155",184,8
1887,20260719,train,S1,L182,185,8
1888,20260719,train,S1,L167,185,7
1889,20260719,train,S1,L069,185,8
1890,20260719,train,S1,L128,185,7
1891,20260719,train,S1,L063,185,7
1892,20260719,train,S1,"L098,L102",184,6
1893,20260719,train,S1,"L128,L155,L160",183,9
1894,20260719,train,S1,"L102,L107,L111,L128",182,7
1895,20260719,train,S1,"L128,L135,L155",183,9
1896,20260719,train,S1,"L096,L102,L109,L111",182,10
1897,20260719,train,S1,"L100,L102",184,8
1898,20260719,train,S1,"L018,L045,L102,L109,L110,L111,L113,L128,L134,L155,L177,L178",174,8
1899,20260719,train,S1,"L102,L106",184,7
1900,20260719,train,S1,L001,185,8
1901,20260719,train,S1,L165,185,7
1902,20260719,train,S1,L079,185,7
1903,20260719,train,S1,"L125,L128",184,9
1904,20260719,train,S1,L039,185,7
1905,20260719,train,S1,L138,185,8
1906,20260719,train,S1,L174,185,7
1907,20260719,train,S1,"L033,L182",184,9
1908,20260719,train,S1,"L101,L102",184,8
1909,20260719,train,S1,L175,185,9
1910,20260719,train,S1,"L018,L045,L102,L109,L110,L111,L113,L128,L133,L155,L178",175,8
1911,20260719,train,S1,L178,185,7
1912,20260719,train,S1,L086,185,7
1913,20260719,train,S1,"L102,L105",184,7
1914,20260719,train,S1,L143,185,7
1915,20260719,train,S1,L140,185,7
1916,20260719,train,S1,"L071,L102",184,9
1917,20260719,train,S1,"L128,L137,L155",183,10
1918,20260719,train,S1,"L087,L102",184,8
1919,20260720,validation,S0,,186,8
1920,20260720,validation,S1,L115,185,8
1921,20260720,validation,S1,L023,185,7
1922,20260720,validation,S1,L024,185,7
1923,20260720,validation,S1,L043,185,9
1924,20260720,validation,S1,L019,185,9
1925,20260720,validation,S1,L004,185,11
1926,20260720,validation,S1,L140,185,8
1927,20260720,validation,S1,L087,185,8
1928,20260720,validation,S1,"L030,L045,L104,L109,L110,L111,L113,L134,L155,L156,L176",175,9
1929,20260720,validation,S1,L063,185,9
1930,20260720,validation,S1,L179,185,7
1931,20260720,validation,S1,L005,185,8
1932,20260720,validation,S1,L039,185,8
1933,20260720,validation,S1,L021,185,11
1934,20260720,validation,S1,L049,185,9
1935,20260720,validation,S1,"L030,L045,L104,L109,L110,L111,L112,L113,L134,L155,L156",175,9
1936,20260720,validation,S1,L072,185,10
1937,20260720,validation,S1,"L136,L156",184,7
1938,20260720,validation,S1,"L137,L156",184,8
1939,20260720,validation,S1,L013,185,8
1940,20260720,validation,S1,L165,185,8
1941,20260720,validation,S1,L044,185,8
1942,20260720,validation,S1,"L030,L045,L104,L109,L110,L111,L113,L118,L134,L155,L156,L186",174,10
1943,20260720,validation,S1,L091,185,9
1944,20260720,validation,S1,"L030,L045,L109,L110,L111,L113,L134,L155,L156",177,9
1945,20260720,validation,S1,L098,185,10
1946,20260720,validation,S1,L168,185,8
1947,20260720,validation,S1,L046,185,9
1948,20260720,validation,S1,L015,185,8
1949,20260720,validation,S1,L085,185,7
1950,20260720,validation,S1,L067,185,9
1951,20260720,validation,S1,L127,185,8
1952,20260720,validation,S1,L017,185,9
1953,20260720,validation,S1,L035,185,10
1954,20260720,validation,S1,"L156,L157",184,8
1955,20260720,validation,S1,L182,185,10
1956,20260720,validation,S1,L010,185,8
1957,20260720,validation,S1,L112,185,8
1958,20260720,validation,S1,L040,185,10
1959,20260720,validation,S1,"L151,L156",184,8
1960,20260720,validation,S1,L076,185,10
1961,20260720,validation,S1,L070,185,10
1962,20260720,validation,S1,L014,185,9
1963,20260720,validation,S1,L080,185,10
1964,20260720,validation,S1,L058,185,9
1965,20260720,validation,S1,"L131,L156",184,8
1966,20260720,validation,S1,"L144,L156",184,9
1967,20260720,validation,S1,L163,185,7
1968,20260720,validation,S1,"L135,L156",184,10
1969,20260720,validation,S1,"L031,L109,L110,L111,L134,L155,L156,L182",178,11
1970,20260720,validation,S1,L079,185,8
1971,20260720,validation,S1,L185,185,10
1972,20260720,validation,S1,L117,185,8
1973,20260720,validation,S1,L102,185,9
1974,20260720,validation,S1,L156,185,7
1975,20260720,validation,S1,L169,185,8
1976,20260720,validation,S1,L075,185,10
1977,20260720,validation,S1,"L032,L109",184,7
1978,20260720,validation,S1,L053,185,8
1979,20260720,validation,S1,L001,185,9
1980,20260720,validation,S1,"L104,L107,L109",183,10
1981,20260720,validation,S1,"L045,L046,L048,L051,L057,L058,L060,L102,L104,L109,L110,L111,L113,L134,L155,L156",170,13
1982,20260720,validation,S1,"L153,L156",184,8
1983,20260720,validation,S1,L125,185,10
1984,20260720,validation,S1,L081,185,10
1985,20260720,validation,S1,L111,185,7
1986,20260720,validation,S1,L018,185,8
1987,20260720,validation,S1,L034,185,9
1988,20260720,validation,S1,L042,185,8
1989,20260720,validation,S1,L162,185,11
1990,20260720,validation,S1,"L129,L156",184,7
1991,20260720,validation,S1,L099,185,10
1992,20260720,validation,S1,L027,185,10
1993,20260720,validation,S1,L093,185,8
1994,20260720,validation,S1,L120,185,8
1995,20260720,validation,S1,L114,185,7
1996,20260720,validation,S1,"L142,L156",184,7
1997,20260720,validation,S1,"L148,L156",184,8
1998,20260720,validation,S1,L122,185,10
1999,20260720,validation,S1,L077,185,8
